lang,domain,intent,sentence
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "gib mir die aktuelle zeit im {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "gib mir die aktuelle zeit in {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "gib mir die aktuelle zeit von {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "gib mir die momentane uhrzeit am {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "gib mir die momentane uhrzeit an der {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "gib mir die momentane uhrzeit aus {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "gib mir die momentane uhrzeit bei {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "gib mir die momentane uhrzeit im {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "gib mir die momentane uhrzeit in {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "gib mir die momentane uhrzeit von {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "gib mir die momentane zeit am {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "gib mir die momentane zeit an der {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "gib mir die momentane zeit aus {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "gib mir die momentane zeit bei {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "gib mir die momentane zeit im {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "gib mir die momentane zeit in {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "gib mir die momentane zeit von {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "mir die uhrzeit am {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "mir die uhrzeit an der {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "mir die uhrzeit aus {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "mir die uhrzeit bei {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "mir die uhrzeit im {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "mir die uhrzeit in {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "mir die uhrzeit von {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "mir die zeit am {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "mir die zeit an der {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "mir die zeit aus {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "mir die zeit bei {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "mir die zeit im {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "mir die zeit in {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "mir die zeit von {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "mir die aktuelle uhrzeit am {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "mir die aktuelle uhrzeit an der {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "mir die aktuelle uhrzeit aus {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "mir die aktuelle uhrzeit bei {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "mir die aktuelle uhrzeit im {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "mir die aktuelle uhrzeit in {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "mir die aktuelle uhrzeit von {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "mir die aktuelle zeit am {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "mir die aktuelle zeit an der {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "mir die aktuelle zeit aus {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "mir die aktuelle zeit bei {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "mir die aktuelle zeit im {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "mir die aktuelle zeit in {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "mir die aktuelle zeit von {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "mir die momentane uhrzeit am {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "mir die momentane uhrzeit an der {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "mir die momentane uhrzeit aus {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "mir die momentane uhrzeit bei {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "mir die momentane uhrzeit im {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "mir die momentane uhrzeit in {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "mir die momentane uhrzeit von {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "mir die momentane zeit am {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "mir die momentane zeit an der {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "mir die momentane zeit aus {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "mir die momentane zeit bei {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "mir die momentane zeit im {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "mir die momentane zeit in {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "mir die momentane zeit von {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenn mir die uhrzeit am {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenn mir die uhrzeit an der {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenn mir die uhrzeit aus {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenn mir die uhrzeit bei {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenn mir die uhrzeit im {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenn mir die uhrzeit in {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenn mir die uhrzeit von {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenn mir die zeit am {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenn mir die zeit an der {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenn mir die zeit aus {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenn mir die zeit bei {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenn mir die zeit im {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenn mir die zeit in {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenn mir die zeit von {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenn mir die aktuelle uhrzeit am {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenn mir die aktuelle uhrzeit an der {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenn mir die aktuelle uhrzeit aus {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenn mir die aktuelle uhrzeit bei {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenn mir die aktuelle uhrzeit im {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenn mir die aktuelle uhrzeit in {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenn mir die aktuelle uhrzeit von {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenn mir die aktuelle zeit am {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenn mir die aktuelle zeit an der {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenn mir die aktuelle zeit aus {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenn mir die aktuelle zeit bei {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenn mir die aktuelle zeit im {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenn mir die aktuelle zeit in {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenn mir die aktuelle zeit von {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenn mir die momentane uhrzeit am {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenn mir die momentane uhrzeit an der {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenn mir die momentane uhrzeit aus {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenn mir die momentane uhrzeit bei {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenn mir die momentane uhrzeit im {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenn mir die momentane uhrzeit in {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenn mir die momentane uhrzeit von {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenn mir die momentane zeit am {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenn mir die momentane zeit an der {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenn mir die momentane zeit aus {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenn mir die momentane zeit bei {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenn mir die momentane zeit im {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenn mir die momentane zeit in {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenn mir die momentane zeit von {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenne mir die uhrzeit am {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenne mir die uhrzeit an der {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenne mir die uhrzeit aus {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenne mir die uhrzeit bei {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenne mir die uhrzeit im {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenne mir die uhrzeit in {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenne mir die uhrzeit von {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenne mir die zeit am {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenne mir die zeit an der {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenne mir die zeit aus {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenne mir die zeit bei {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenne mir die zeit im {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenne mir die zeit in {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenne mir die zeit von {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenne mir die aktuelle uhrzeit am {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenne mir die aktuelle uhrzeit an der {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenne mir die aktuelle uhrzeit aus {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenne mir die aktuelle uhrzeit bei {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenne mir die aktuelle uhrzeit im {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenne mir die aktuelle uhrzeit in {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenne mir die aktuelle uhrzeit von {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenne mir die aktuelle zeit am {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenne mir die aktuelle zeit an der {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenne mir die aktuelle zeit aus {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenne mir die aktuelle zeit bei {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenne mir die aktuelle zeit im {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenne mir die aktuelle zeit in {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenne mir die aktuelle zeit von {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenne mir die momentane uhrzeit am {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenne mir die momentane uhrzeit an der {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenne mir die momentane uhrzeit aus {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenne mir die momentane uhrzeit bei {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenne mir die momentane uhrzeit im {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenne mir die momentane uhrzeit in {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenne mir die momentane uhrzeit von {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenne mir die momentane zeit am {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenne mir die momentane zeit an der {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenne mir die momentane zeit aus {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenne mir die momentane zeit bei {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenne mir die momentane zeit im {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenne mir die momentane zeit in {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "nenne mir die momentane zeit von {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sag mir die uhrzeit am {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sag mir die uhrzeit an der {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sag mir die uhrzeit aus {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sag mir die uhrzeit bei {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sag mir die uhrzeit im {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sag mir die uhrzeit in {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sag mir die uhrzeit von {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sag mir die zeit am {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sag mir die zeit an der {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sag mir die zeit aus {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sag mir die zeit bei {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sag mir die zeit im {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sag mir die zeit in {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sag mir die zeit von {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sag mir die aktuelle uhrzeit am {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sag mir die aktuelle uhrzeit an der {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sag mir die aktuelle uhrzeit aus {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sag mir die aktuelle uhrzeit bei {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sag mir die aktuelle uhrzeit im {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sag mir die aktuelle uhrzeit in {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sag mir die aktuelle uhrzeit von {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sag mir die aktuelle zeit am {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sag mir die aktuelle zeit an der {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sag mir die aktuelle zeit aus {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sag mir die aktuelle zeit bei {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sag mir die aktuelle zeit im {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sag mir die aktuelle zeit in {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sag mir die aktuelle zeit von {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sag mir die momentane uhrzeit am {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sag mir die momentane uhrzeit an der {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sag mir die momentane uhrzeit aus {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sag mir die momentane uhrzeit bei {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sag mir die momentane uhrzeit im {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sag mir die momentane uhrzeit in {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sag mir die momentane uhrzeit von {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sag mir die momentane zeit am {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sag mir die momentane zeit an der {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sag mir die momentane zeit aus {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sag mir die momentane zeit bei {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sag mir die momentane zeit im {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sag mir die momentane zeit in {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sag mir die momentane zeit von {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sage mir die uhrzeit am {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sage mir die uhrzeit an der {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sage mir die uhrzeit aus {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sage mir die uhrzeit bei {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sage mir die uhrzeit im {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sage mir die uhrzeit in {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sage mir die uhrzeit von {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sage mir die zeit am {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sage mir die zeit an der {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sage mir die zeit aus {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sage mir die zeit bei {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sage mir die zeit im {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sage mir die zeit in {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sage mir die zeit von {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sage mir die aktuelle uhrzeit am {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sage mir die aktuelle uhrzeit an der {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sage mir die aktuelle uhrzeit aus {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sage mir die aktuelle uhrzeit bei {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sage mir die aktuelle uhrzeit im {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sage mir die aktuelle uhrzeit in {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sage mir die aktuelle uhrzeit von {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sage mir die aktuelle zeit am {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sage mir die aktuelle zeit an der {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sage mir die aktuelle zeit aus {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sage mir die aktuelle zeit bei {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sage mir die aktuelle zeit im {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sage mir die aktuelle zeit in {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sage mir die aktuelle zeit von {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sage mir die momentane uhrzeit am {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sage mir die momentane uhrzeit an der {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sage mir die momentane uhrzeit aus {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sage mir die momentane uhrzeit bei {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sage mir die momentane uhrzeit im {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sage mir die momentane uhrzeit in {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sage mir die momentane uhrzeit von {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sage mir die momentane zeit am {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sage mir die momentane zeit an der {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sage mir die momentane zeit aus {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sage mir die momentane zeit bei {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sage mir die momentane zeit im {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sage mir die momentane zeit in {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "sage mir die momentane zeit von {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "wie viel uhr haben wir an der {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "wie viel uhr haben wir an der {location} im moment"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "wie viel uhr haben wir an der {location} in diesem Moment"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "wie viel uhr haben wir an der {location} jetzt"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "wie viel uhr haben wir an der {location} momentan"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "wie viel uhr haben wir an der {location} zur zeit"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "wie viel uhr haben wir an der {location} zurzeit"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "wie viel uhr haben wir bei {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "wie viel uhr haben wir bei {location} im moment"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "wie viel uhr haben wir bei {location} in diesem Moment"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "wie viel uhr haben wir bei {location} jetzt"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "wie viel uhr haben wir bei {location} momentan"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "wie viel uhr haben wir bei {location} zur zeit"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "wie viel uhr haben wir bei {location} zurzeit"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "wie viel uhr haben wir im {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "wie viel uhr haben wir im {location} im moment"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "wie viel uhr haben wir im {location} in diesem Moment"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "wie viel uhr haben wir im {location} jetzt"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "wie viel uhr haben wir im {location} momentan"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "wie viel uhr haben wir im {location} zur zeit"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "wie viel uhr haben wir im {location} zurzeit"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "wie viel uhr haben wir in {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "wie viel uhr haben wir in {location} im moment"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "wie viel uhr haben wir in {location} in diesem Moment"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "wie viel uhr haben wir in {location} jetzt"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "wie viel uhr haben wir in {location} momentan"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "wie viel uhr haben wir in {location} zur zeit"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "wie viel uhr haben wir in {location} zurzeit"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "wie viel uhr haben wir es an der {location}"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "wie viel uhr haben wir es an der {location} im moment"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "wie viel uhr haben wir es an der {location} in diesem Moment"
"de-DE", "ovos-skill-date-time", "/intents/what.time.is.it.intent", "wie viel uhr haben wir es an der {location} jetzt"
